times,price,index
1561421189475.0,11117.17,0.2974707986723557
1561422065497.0,11085.0,0.2890258768049925
1561422979496.0,11070.59,0.30790636201565097
1561423887900.0,11044.5,0.30455048958513165
1561424785253.0,11066.6,0.30238720815370923
1561425677636.0,11071.0,0.297666531850949
1561426607066.0,11073.51,0.2956712107453774
1561427512659.0,11109.68,0.3093849281899569
1561428354301.0,11086.79,0.3092275602240287
1561429295177.0,11131.09,0.3392343162839335
1561430186440.0,11180.0,0.37980260024695595
1561431149888.0,11154.13,0.39315273414249047
1561431997962.0,11156.15,0.44149727455852183
1561432904156.0,11093.86,0.46313897715854646
1561433797971.0,11087.79,0.43470234552453135
1561434689129.0,11105.0,0.4382687214541788
1561435623725.0,11125.98,0.4049892287222617
1561436531745.0,11174.7,0.3921216812720319
1561437395951.0,11165.94,0.39640390678458143
1561438284489.0,11198.97,0.3607369111737364
1561439178406.0,11252.59,0.3734237429853656
1561440115394.0,11290.0,0.3754385586319973
1561440989432.0,11254.82,0.39091420556683554
1561441952769.0,11274.29,0.34874778482979424
1561442869522.0,11320.49,0.3632689240331808
1561443703784.0,11344.46,0.33429736010697586
1561444570275.0,11335.26,0.32222310335197846
1561445474678.0,11261.94,0.342088903603623
1561446395274.0,11322.26,0.39684101171753466
1561447333899.0,11314.42,0.355586091466993
1561448201614.0,11359.65,0.3436424359788984
1561449082043.0,11322.97,0.33742420215569724
1561449973018.0,11355.84,0.3367227478161855
1561450894151.0,11342.03,0.33255074369721277
1561451782751.0,11326.69,0.3470210969578916
1561452733822.0,11299.84,0.3627710146182633
1561453611010.0,11322.28,0.36963734822425276
1561454468277.0,11325.32,0.3672590404714943
1561455381636.0,11319.15,0.3809940526974798
1561456278972.0,11325.9,0.35562276603978105
1561457166179.0,11318.89,0.35291339376996744
1561458087538.0,11358.61,0.36344612322535746
1561458983305.0,11368.82,0.3503393090418921
1561459875350.0,11386.17,0.3295542949149912
1561460778569.0,11470.99,0.35429384529766916
1561461715960.0,11447.0,0.35491278551244065
1561462590536.0,11357.74,0.34908000931834754
1561463478305.0,11359.52,0.33791003686150595
1561464370466.0,11365.96,0.34760102690282685
1561465330072.0,11059.44,0.37777987575977295
1561466193875.0,11162.35,0.43440116978962257
1561467095395.0,11216.21,0.42161141530008744
1561468009001.0,11227.19,0.44772077546065203
1561468942228.0,11221.71,0.4270316857819036
1561469787148.0,11238.91,0.4518329244582853
1561470689272.0,11290.0,0.4519450569936643
1561471588655.0,11321.3,0.4297899714525374
1561472491994.0,11300.99,0.4347282536448076
1561473378376.0,11315.07,0.4219975821531079
1561474270419.0,11331.42,0.4176262069050749
1561475188715.0,11263.69,0.4267245368012041
1561476116361.0,11321.57,0.41379898317956326
1561476973962.0,11358.6,0.40349061605883435
1561477899326.0,11367.54,0.3931018085751353
1561478780986.0,11395.4,0.406950468368869
1561479688455.0,11415.04,0.3816293770699435
1561480578882.0,11416.39,0.3723499200742459
1561481486995.0,11382.4,0.3969614740352747
1561482418395.0,11304.36,0.43217460859176504
1561483275585.0,11339.21,0.41740463217047574
1561484222539.0,11262.98,0.4454546316340916
1561485107840.0,11315.26,0.469201807468378
1561486005654.0,11321.86,0.4419109400893086
1561486892091.0,11363.44,0.4236949812587331
1561487785083.0,11334.4,0.4217538951381665
1561488654565.0,11394.66,0.4115713055770091
1561489630502.0,11375.01,0.4089765048946083
1561490492512.0,11369.0,0.4353510980794748
1561491385212.0,11351.42,0.42129898747119643
1561492283115.0,11386.15,0.4170931933580296
1561493214689.0,11348.84,0.42456217483509145
1561494085897.0,11389.86,0.4565573316831757
1561494988302.0,11361.73,0.4180244422537452
1561495883376.0,11373.52,0.4291124015853439
1561496810250.0,11380.0,0.41319259830810684
1561497744375.0,11413.5,0.40737612617451985
1561498589874.0,11432.21,0.37343212098666484
1561499497885.0,11473.14,0.34102105289952095
1561500451660.0,11541.45,0.31520766824641405
1561501287167.0,11611.42,0.28757147530599675
1561502179468.0,11588.89,0.2819853710545869
1561503093933.0,11632.99,0.281411483513729
1561504036308.0,11692.98,0.2619336258001518
1561504896731.0,11666.92,0.24205622249493675
1561505782118.0,11685.18,0.2586074641463236
1561506785025.0,11763.01,0.20871416186704975
