times,price,index
1555545902958.0,0.01344809139887662,0.5688453748376597
1555546795031.0,0.013448550164832221,0.6087919769664908
1555547697608.0,0.013426854855183551,0.6189629781697799
1555548591680.0,0.013420398318490687,0.5477420689063912
1555549487306.0,0.013433838916128243,0.5285706548157697
1555550391991.0,0.01348018378595241,0.45738142791840863
1555551299476.0,0.013469298932153371,0.5130206374408401
1555552186969.0,0.013558021417799035,0.39172104518009393
1555553085513.0,0.013632397572078908,0.3444809876958754
1555553985379.0,0.013582024159729611,0.41545703914422283
1555554922806.0,0.013645468678137982,0.3444411085899273
1555555780784.0,0.013615722233944073,0.36127998282411933
1555556694676.0,0.013607445246322684,0.3128235668632328
1555557611786.0,0.013604240618239899,0.2947717038897146
1555558506124.0,0.01367856695668011,0.24133455389011826
1555559410305.0,0.013659859816186585,0.24968753739365482
1555560303070.0,0.013615825529341052,0.3198584727443093
1555561181779.0,0.013656318506203033,0.2780004022145615
1555562092153.0,0.013538111490329921,0.3690883822158787
1555562983276.0,0.013564139000129182,0.3375825499486717
1555563890135.0,0.013541038449721784,0.4148310893280839
1555564797708.0,0.013533082131024497,0.37839805359740586
1555565686426.0,0.013569216287614247,0.3690517331860156
1555566581997.0,0.013562292653410394,0.38431710374385897
1555567490750.0,0.013641322735031037,0.30520346626838646
1555568410709.0,0.013576339086997381,0.36972991210022355
1555569331759.0,0.0135894604576781,0.4683875969345037
1555570209606.0,0.013523525120816997,0.5295459748951921
1555571088384.0,0.013472485768500948,0.45613430781768655
1555571990986.0,0.013468064563245842,0.49424044036869463
1555572885808.0,0.013497870107948748,0.4284682291572002
1555573780493.0,0.013474536711992929,0.368135263490234
1555574699117.0,0.013521603207936222,0.3118825628130008
1555575582211.0,0.013526445301819727,0.30965537434926876
1555576480682.0,0.013544370276215342,0.2764231999374992
1555577380494.0,0.013508415609555348,0.3874511356488367
1555578287065.0,0.01345217006200177,0.46521610816891296
1555579185446.0,0.01351717453848913,0.3717448177814369
1555580095927.0,0.013537138762837353,0.3765671201474525
1555580987259.0,0.013497191974457255,0.457056454023739
1555581910771.0,0.013480728214503353,0.4566272655964598
1555582798815.0,0.013487817332388293,0.4019955604679459
1555583695950.0,0.013484657130829176,0.39981648667289715
1555584586325.0,0.013500859180260024,0.3793956505402275
1555585490224.0,0.013500472964725986,0.36400849122477885
1555586385411.0,0.013508202226182252,0.4474484533116986
1555587297123.0,0.013545158179898067,0.4543884066076567
1555588191479.0,0.01351371986135076,0.442493031516028
1555589090774.0,0.013518674100664476,0.48173155684235647
1555589992653.0,0.01343765329709239,0.6035217890621735
1555590899517.0,0.013473031069914931,0.539583886353857
1555591828896.0,0.013558566028672564,0.32346506141140385
1555592709735.0,0.01355859187361326,0.35244511024550945
1555593590288.0,0.01365379522926831,0.20922682360004735
1555594479546.0,0.013531013730979452,0.3090761742254692
1555595386032.0,0.013470219477409421,0.3659031428637138
1555596295507.0,0.013477104313129396,0.40281571568113805
1555597189905.0,0.01359367792417837,0.29682244173583816
1555598105732.0,0.01347987080995595,0.3693927112959551
1555598985107.0,0.013466332263548281,0.4364248494785873
1555599889655.0,0.013470080256209847,0.4284471622003053
1555600795459.0,0.013484458718947882,0.39870459179148177
1555601692172.0,0.013509991229255097,0.3395776382361738
1555602601246.0,0.013450184466739857,0.4329863830010449
1555603506573.0,0.013413662239089184,0.450077188584129
1555604408212.0,0.013390015891949984,0.4503043245205682
1555605308302.0,0.013409866796720212,0.4203139640474534
1555606193084.0,0.013418240575600981,0.40432577298074585
1555607112744.0,0.013446793625082939,0.3967592744895724
1555608043927.0,0.013577560058238292,0.27420060704850585
1555608926216.0,0.013545583577333712,0.31957889533346434
1555609903481.0,0.013509109031717698,0.3544867157324645
1555610737511.0,0.013547751092240127,0.30385865514103844
1555611636133.0,0.013575553380229321,0.3229512165762092
1555612523273.0,0.013513001647696064,0.3999948219041393
1555613440130.0,0.013500779582507075,0.4068210359022811
1555614320368.0,0.01353074350886167,0.37155778428668196
1555615215195.0,0.013536385432559727,0.3828516811918569
1555616118371.0,0.013516403448177974,0.4869846109131777
1555617039857.0,0.013510649971809454,0.4566799635110492
1555617929522.0,0.013491378251694214,0.5387602796793971
1555618829524.0,0.013499743843258541,0.4729770709023526
1555619725798.0,0.013513283459279506,0.4298965079639381
1555620607504.0,0.01336405356179932,0.8338650439760056
1555621500281.0,0.013392512179722765,0.7953546299556168
1555622407522.0,0.01347090694935218,0.6074448373331258
1555623310429.0,0.013453430794623909,0.6310352634133728
1555624204454.0,0.013441178850086829,0.6282702164149155
1555625119653.0,0.013469870325112657,0.5941345921965958
1555626004579.0,0.01347978787518113,0.559018264171866
1555626900989.0,0.013444481921081738,0.6452684513714712
1555627805029.0,0.013448650606774136,0.6084777679589897
1555628722102.0,0.01336033840653709,0.72346022531004
1555629610082.0,0.013385660824442787,0.6670439854990244
1555630501349.0,0.013394523574475181,0.7135337326151772
1555631402533.0,0.013389905954331498,0.7014054355748555
